0.7951807228915663
1,0
12,0
18,1
29,0
32,0
33,1
36,0
54,1
60,1
72,1
73,1
84,1
100,1
103,0
104,1
105,0
109,0
110,1
115,0
121,0
122,0
126,0
127,1
132,1
135,0
138,1
139,1
148,0
159,0
163,1
164,0
166,0
174,1
179,1
182,0
183,0
189,1
196,0
197,1
199,1
211,0
215,1
217,0
219,0
228,0
230,0
237,0
243,1
246,1
254,1
260,0
261,0
263,0
281,1
292,1
302,0
308,1
309,0
310,0
312,0
317,1
321,1
338,1
363,1
366,1
370,0
373,1
379,1
388,0
395,0
413,0
414,1
422,1
428,0
430,1
439,1
443,0
446,0
447,0
454,0
462,0
467,1
469,1
470,1
477,0
480,1
484,1
494,0
496,1
508,1
510,1
520,0
545,0
549,1
551,0
558,0
562,0
569,1
581,1
593,0
602,1
608,1
619,0
631,1
633,0
637,1
648,0
654,0
655,0
658,1
668,1
670,0
671,1
673,1
677,1
678,0
679,1
682,1
687,1
688,1
689,1
691,1
693,1
697,0
704,1
713,1
716,1
720,0
730,1
732,0
736,1
742,1
744,0
746,1
756,1
767,1
772,1
774,0
783,0
785,1
787,1
792,0
808,1
809,0
811,0
814,1
816,0
818,1
819,0
822,0
823,0
829,1
835,0
837,1
838,1
848,1
853,0
854,0
860,0
873,0
878,1
886,0
887,1
891,0
894,1
897,1
906,1
911,1
914,1
918,1
921,0
928,0
937,1
941,0
944,0
950,1
954,0
963,1
964,1
979,1
992,1
999,0
1000,0
1001,1
1006,0
1018,1
1020,1
1026,1
1029,1
1041,1
1045,1
1052,1
1056,1
1059,0
1069,1
1070,0
1075,0
1111,1
1127,1
1131,1
1137,1
1143,0
1145,1
1153,1
1168,0
1181,0
1187,1
1188,1
1207,0
1209,0
1225,1
1230,1
1243,0
1247,1
1254,1
1257,0
1275,1
1282,1
1286,1
1291,0
1293,1
1303,0
1304,0
1306,1
1311,1
1326,0
1329,0
1332,1
1339,1
1340,1
1341,0
1347,1
1352,0
1354,1
1366,0
1375,1
1377,0
1385,0
1388,1
1412,1
1425,1
1428,1
1430,0
1437,0
1444,1
1447,1
1448,0
1460,0
1461,0
1471,1
1477,0
1482,1
1493,0
1505,0
1511,0
1517,0
1526,1
1536,1
1537,1
1540,1
1548,1
1549,1
1550,0
1552,1
1556,1
1557,1
1579,0
1584,0
1585,1
1588,1
1589,1
1594,0
1598,0
1621,1
1622,1
1625,1
1634,1
1636,1
1638,1
1643,1
1659,0
1665,0
1675,1
1680,1
1686,1
1691,0
1693,0
1705,1
1706,1
1712,1
1718,1
1722,1
1724,1
1740,1
1746,1
1748,1
1753,1
1764,0
1769,0
1772,1
1780,1
1788,1
1795,0
1796,0
1800,1
1804,0
1806,0
1807,1
1812,1
1821,1
1827,0
1839,1
1840,1
1852,1
1853,1
1856,1
1858,1
1869,0
1875,0
1876,1
1880,1
1889,0
1900,1
1904,0
1911,0
1915,0
1917,0
1919,0
1927,1
1943,1
1951,0
1957,0
1969,1
1972,0
1973,1
1974,1
1976,1
1983,0
1985,0
1988,1
1991,0
1994,0
2003,1
2019,1
2028,1
2030,0
2045,0
2046,1
2051,1
2054,0
2055,1
2059,0
2060,0
2069,0
2079,0
2080,1
2085,0
2094,1
2100,1
2101,1
2102,0
2103,0
2105,0
2117,0
2119,0
2125,0
2130,1
2131,0
2148,0
2150,0
2155,1
2158,1
2162,0
2166,1
2168,0
2170,1
2181,1
2182,1
2197,1
2198,1
2202,1
2203,0
2217,0
2218,1
2219,1
2238,0
2246,1
2251,1
2260,1
2270,0
2293,1
2305,0
2312,0
2314,0
2327,1
2328,1
2335,0
2337,1
2343,1
2344,0
2346,1
2353,0
2357,1
2361,0
2365,1
2371,0
2376,0
2382,1
2385,1
2395,1
2396,1
2400,0
2404,0
2407,1
2409,0
2418,0
2433,1
2434,1
2435,1
2441,1
2442,0
2450,1
2451,1
2468,1
2475,1
2476,0
2481,0
2484,1
2492,0
2496,0
2497,1
2499,1
2505,1
2506,0
2509,1
2513,0
2515,0
2519,1
2526,1
2527,1
2532,0
2548,0
2562,0
2563,1
2565,0
2568,1
2572,1
2578,0
2581,0
2582,1
2583,1
2594,0
2602,1
2606,0
2611,0
2618,0
2620,1
2622,0
2623,1
2624,0
2625,1
2632,1
2638,1
2646,0
2647,1
2652,1
2662,1
2665,1
2669,0
2671,1
2677,1
2679,0
2681,1
2687,0
2694,1
2697,1
2699,1
2703,0
2705,0
2726,1
2729,1
2732,0
2733,1
2740,0
2746,1
2750,1
2757,0
2775,0
2780,1
2784,1
2788,1
2791,1
2793,1
2794,1
2804,1
2809,1
2818,1
2827,1
2839,0
2843,0
2845,1
2848,0
2849,1
2853,1
2857,1
2858,0
2860,0
2861,0
2865,0
2889,0
2890,0
2892,0
2895,0
2902,1
2903,0
2905,0
2917,0
2918,1
2923,0
2929,0
2934,0
2937,0
2939,1
2941,1
2942,1
2943,0
2945,0
2949,1
2968,1
2969,0
2970,1
2979,1
2981,0
2990,0
2992,1
2998,1
3002,1
3005,1
3010,0
3017,1
3023,1
3026,0
3027,0
3036,1
3049,1
3050,0
3053,0
3063,0
3064,1
3078,1
3080,0
3088,0
3090,0
3095,1
3100,1
3122,0
3124,0
3132,0
3139,0
3142,1
3153,1
3166,1
3167,0
3170,0
3177,0
3178,1
3182,0
3187,1
3190,1
3197,1
3199,1
3200,0
3205,0
3209,0
3212,1
3231,1
3232,0
3235,1
3238,1
3240,1
3252,0
3257,0
3263,0
3267,0
3271,1
3273,0
3275,0
3277,1
3278,0
3305,1
3307,1
3323,0
3343,1
3346,1
3368,1
3376,1
3382,0
3387,1
3394,0
3400,1
3403,0
3404,0
3408,1
3409,0
3410,1
3418,0
3420,1
3423,0
3430,1
3433,1
3440,1
3445,0
3447,0
3467,0
3488,1
3490,1
3493,1
3494,0
3508,0
3509,0
3510,1
3511,1
3512,1
3521,0
3524,1
3527,1
3530,1
3532,0
3536,1
3545,0
3552,1
3558,0
3572,0
3577,1
3581,1
3582,1
3583,0
3589,1
3590,0
3591,0
3593,0
3597,1
3598,0
3601,1
3602,1
3603,0
3604,1
3610,1
3611,1
3618,1
3623,1
3630,1
3644,1
3645,0
3650,1
3651,1
3653,1
3661,1
3680,0
3685,0
3709,1
3713,0
3715,0
3716,0
3718,1
3724,0
3733,0
3734,1
3740,0
3741,1
3742,1
3743,1
3760,0
3764,1
3767,1
3768,1
3774,1
3778,0
3779,0
3784,1
3787,0
3789,0
3791,1
3793,0
3796,1
3816,0
3836,0
3841,0
3842,1
3846,1
3849,1
3856,1
3859,0
3865,1
3867,1
3881,1
3893,1
3896,0
3904,1
3927,1
3928,0
3930,0
3934,1
3942,1
3949,1
3951,1
3961,0
3962,1
3970,1
3971,1
3976,1
3983,0
3984,0
4006,0
4010,1
4014,1
4022,1
4024,1
4026,1
4035,0
4046,1
4048,0
4055,1
4069,0
4071,1
4078,0
4083,1
4084,0
4088,1
4094,1
4095,1
4099,1
4103,0
4105,1
4117,1
4119,0
4133,1
4134,0
4136,0
4149,1
4151,0
4155,0
4156,1
4164,1
4165,1
4168,1
4180,1
4185,1
4197,1
4201,0
4203,0
4215,0
4219,0
4226,1
4234,0
4240,0
4242,0
4252,0
4256,0
4261,0
4263,0
4265,0
4270,0
4282,1
4285,0
4286,0
4292,1
4297,0
4304,0
4305,0
4306,0
4315,0
4318,1
4322,0
4326,0
4328,1
4340,0
4345,1
4351,0
4352,0
4355,1
4356,0
4364,1
4372,0
4385,0
4389,0
4395,0
4398,1
4401,1
4403,1
4411,0
4417,1
4428,1
4429,1
4430,0
4433,0
4435,1
4437,1
4441,0
4442,1
4452,0
4461,1
4466,1
4470,1
4472,0
4481,0
4490,1
4491,1
4495,0
4496,1
4503,0
4517,0
4523,1
4535,0
4544,1
4550,0
4557,0
4559,1
4563,1
4570,0
4581,0
4583,1
4587,1
4589,1
4592,1
4603,1
4605,0
4614,0
4616,1
4623,1
4635,1
