0.7053669222343921
1,0
12,0
18,1
29,0
32,1
33,0
36,0
54,0
60,0
72,0
73,0
84,0
100,0
103,0
104,0
105,0
109,0
110,1
115,0
121,0
122,1
126,1
127,0
132,0
135,1
138,0
139,0
148,1
159,0
163,0
164,0
166,1
174,0
179,0
182,1
183,0
189,0
196,1
197,0
199,0
211,0
215,0
217,1
219,1
228,0
230,0
237,1
243,0
246,0
254,0
260,0
261,0
263,1
281,0
292,0
302,1
308,0
309,0
310,1
312,0
317,0
321,0
338,0
363,0
366,0
370,1
373,0
379,0
388,1
395,0
413,1
414,0
422,0
428,0
430,0
439,0
443,0
446,0
447,0
454,1
462,0
467,0
469,0
470,0
477,0
480,0
484,0
494,1
496,0
508,0
510,0
520,1
545,0
549,0
551,0
558,0
562,0
569,0
581,0
593,1
602,0
608,0
619,1
631,0
633,1
637,1
648,1
654,0
655,1
658,0
668,0
670,1
671,1
673,0
677,0
678,0
679,0
682,0
687,0
688,0
689,0
691,0
693,0
697,1
704,0
713,0
716,0
720,0
730,1
732,0
736,0
742,0
744,1
746,1
756,0
767,0
772,0
774,0
783,0
785,0
787,0
792,1
808,1
809,1
811,1
814,0
816,0
818,1
819,0
822,0
823,1
829,0
835,0
837,0
838,0
848,0
853,0
854,1
860,1
873,1
878,0
886,1
887,0
891,0
894,0
897,0
906,0
911,0
914,0
918,0
921,1
928,0
937,0
941,0
944,1
950,0
954,0
963,0
964,0
979,1
992,0
999,0
1000,0
1001,0
1006,0
1018,1
1020,0
1026,0
1029,0
1041,0
1045,0
1052,0
1056,0
1059,1
1069,0
1070,0
1075,1
1111,0
1127,0
1131,0
1137,1
1143,0
1145,0
1153,0
1168,0
1181,1
1187,0
1188,0
1207,0
1209,0
1225,0
1230,0
1243,0
1247,0
1254,1
1257,1
1275,0
1282,0
1286,0
1291,1
1293,0
1303,0
1304,0
1306,1
1311,0
1326,0
1329,0
1332,0
1339,0
1340,0
1341,1
1347,0
1352,1
1354,0
1366,1
1375,0
1377,1
1385,1
1388,0
1412,0
1425,0
1428,0
1430,0
1437,0
1444,0
1447,0
1448,0
1460,0
1461,1
1471,0
1477,1
1482,0
1493,1
1505,0
1511,0
1517,1
1526,0
1536,0
1537,0
1540,0
1548,0
1549,0
1550,1
1552,0
1556,0
1557,0
1579,0
1584,0
1585,0
1588,1
1589,0
1594,0
1598,0
1621,0
1622,0
1625,0
1634,0
1636,0
1638,1
1643,0
1659,1
1665,0
1675,0
1680,0
1686,0
1691,0
1693,1
1705,0
1706,0
1712,0
1718,0
1722,0
1724,0
1740,0
1746,1
1748,1
1753,0
1764,1
1769,0
1772,0
1780,0
1788,0
1795,0
1796,0
1800,0
1804,0
1806,1
1807,0
1812,0
1821,0
1827,0
1839,0
1840,0
1852,0
1853,0
1856,0
1858,0
1869,0
1875,0
1876,0
1880,0
1889,0
1900,0
1904,0
1911,1
1915,1
1917,1
1919,0
1927,0
1943,0
1951,0
1957,0
1969,0
1972,1
1973,0
1974,0
1976,0
1983,1
1985,0
1988,0
1991,0
1994,1
2003,0
2019,0
2028,0
2030,0
2045,1
2046,0
2051,0
2054,0
2055,0
2059,1
2060,1
2069,1
2079,1
2080,0
2085,0
2094,0
2100,1
2101,0
2102,0
2103,0
2105,0
2117,0
2119,0
2125,1
2130,0
2131,0
2148,0
2150,1
2155,0
2158,0
2162,1
2166,0
2168,0
2170,0
2181,0
2182,0
2197,0
2198,0
2202,0
2203,0
2217,1
2218,0
2219,0
2238,1
2246,0
2251,0
2260,0
2270,1
2293,0
2305,1
2312,0
2314,1
2327,0
2328,0
2335,0
2337,1
2343,0
2344,1
2346,0
2353,1
2357,0
2361,0
2365,0
2371,0
2376,0
2382,0
2385,0
2395,0
2396,0
2400,1
2404,1
2407,0
2409,1
2418,1
2433,0
2434,0
2435,0
2441,0
2442,0
2450,0
2451,1
2468,0
2475,0
2476,1
2481,0
2484,0
2492,0
2496,1
2497,0
2499,0
2505,0
2506,0
2509,1
2513,1
2515,1
2519,0
2526,0
2527,0
2532,0
2548,0
2562,0
2563,0
2565,0
2568,0
2572,0
2578,1
2581,0
2582,0
2583,0
2594,1
2602,0
2606,0
2611,0
2618,1
2620,0
2622,0
2623,1
2624,0
2625,0
2632,0
2638,0
2646,1
2647,0
2652,1
2662,0
2665,0
2669,0
2671,0
2677,0
2679,0
2681,0
2687,1
2694,1
2697,0
2699,0
2703,0
2705,0
2726,0
2729,0
2732,0
2733,0
2740,0
2746,1
2750,0
2757,1
2775,0
2780,0
2784,0
2788,0
2791,0
2793,1
2794,0
2804,0
2809,0
2818,1
2827,0
2839,0
2843,0
2845,0
2848,0
2849,0
2853,0
2857,0
2858,0
2860,1
2861,0
2865,0
2889,0
2890,0
2892,1
2895,1
2902,0
2903,1
2905,1
2917,0
2918,0
2923,0
2929,0
2934,0
2937,0
2939,0
2941,0
2942,0
2943,0
2945,1
2949,0
2968,0
2969,1
2970,0
2979,0
2981,0
2990,1
2992,0
2998,0
3002,1
3005,0
3010,0
3017,0
3023,0
3026,0
3027,0
3036,0
3049,0
3050,0
3053,0
3063,0
3064,0
3078,0
3080,1
3088,1
3090,0
3095,0
3100,0
3122,0
3124,0
3132,0
3139,0
3142,0
3153,0
3166,0
3167,0
3170,0
3177,0
3178,0
3182,0
3187,0
3190,0
3197,0
3199,0
3200,0
3205,1
3209,0
3212,0
3231,1
3232,1
3235,0
3238,0
3240,0
3252,0
3257,0
3263,0
3267,0
3271,0
3273,1
3275,0
3277,0
3278,0
3305,0
3307,0
3323,0
3343,1
3346,0
3368,0
3376,0
3382,1
3387,1
3394,0
3400,0
3403,1
3404,0
3408,0
3409,1
3410,1
3418,1
3420,0
3423,0
3430,0
3433,0
3440,0
3445,0
3447,0
3467,0
3488,1
3490,0
3493,0
3494,1
3508,1
3509,0
3510,0
3511,0
3512,0
3521,0
3524,1
3527,0
3530,0
3532,1
3536,0
3545,0
3552,0
3558,0
3572,1
3577,0
3581,0
3582,0
3583,0
3589,0
3590,0
3591,0
3593,0
3597,1
3598,1
3601,0
3602,0
3603,0
3604,0
3610,0
3611,0
3618,0
3623,0
3630,0
3644,0
3645,0
3650,0
3651,1
3653,0
3661,0
3680,0
3685,0
3709,0
3713,1
3715,1
3716,0
3718,0
3724,0
3733,0
3734,0
3740,0
3741,0
3742,0
3743,0
3760,1
3764,0
3767,0
3768,0
3774,0
3778,0
3779,0
3784,0
3787,0
3789,0
3791,0
3793,0
3796,0
3816,1
3836,0
3841,0
3842,0
3846,0
3849,0
3856,0
3859,0
3865,0
3867,0
3881,0
3893,0
3896,1
3904,0
3927,0
3928,0
3930,1
3934,0
3942,0
3949,0
3951,0
3961,0
3962,0
3970,0
3971,0
3976,0
3983,0
3984,1
4006,0
4010,0
4014,0
4022,0
4024,0
4026,1
4035,1
4046,0
4048,0
4055,0
4069,1
4071,0
4078,1
4083,0
4084,0
4088,1
4094,0
4095,0
4099,0
4103,1
4105,0
4117,0
4119,0
4133,0
4134,1
4136,1
4149,0
4151,1
4155,0
4156,1
4164,0
4165,0
4168,0
4180,0
4185,0
4197,0
4201,1
4203,0
4215,0
4219,0
4226,0
4234,0
4240,0
4242,0
4252,0
4256,0
4261,0
4263,0
4265,0
4270,0
4282,1
4285,0
4286,0
4292,0
4297,0
4304,0
4305,0
4306,0
4315,1
4318,0
4322,0
4326,0
4328,0
4340,0
4345,0
4351,0
4352,1
4355,0
4356,1
4364,1
4372,0
4385,0
4389,1
4395,0
4398,0
4401,0
4403,0
4411,0
4417,0
4428,0
4429,0
4430,0
4433,1
4435,0
4437,0
4441,0
4442,0
4452,0
4461,0
4466,0
4470,0
4472,0
4481,1
4490,0
4491,0
4495,0
4496,0
4503,1
4517,1
4523,0
4535,0
4544,0
4550,1
4557,0
4559,0
4563,0
4570,0
4581,1
4583,0
4587,0
4589,0
4592,0
4603,0
4605,0
4614,0
4616,1
4623,0
4635,0
