1.0
-1/1.png,-1
-1/12.png,-1
-1/18.png,-1
-1/29.png,-1
-1/32.png,-1
1/33.png,1
-1/36.png,-1
1/54.png,1
1/60.png,1
1/72.png,1
-1/73.png,-1
-1/84.png,-1
1/100.png,1
-1/103.png,-1
1/104.png,1
-1/105.png,-1
-1/109.png,-1
1/110.png,1
1/115.png,1
-1/121.png,-1
-1/122.png,-1
-1/126.png,-1
-1/127.png,-1
1/132.png,1
-1/135.png,-1
1/138.png,1
1/139.png,1
-1/148.png,-1
-1/159.png,-1
-1/163.png,-1
-1/164.png,-1
-1/166.png,-1
1/174.png,1
1/179.png,1
-1/182.png,-1
-1/183.png,-1
1/189.png,1
-1/196.png,-1
1/197.png,1
1/199.png,1
-1/211.png,-1
-1/215.png,-1
-1/217.png,-1
-1/219.png,-1
-1/228.png,-1
-1/230.png,-1
-1/237.png,-1
1/243.png,1
1/246.png,1
1/254.png,1
-1/260.png,-1
-1/261.png,-1
-1/263.png,-1
1/281.png,1
1/292.png,1
-1/302.png,-1
1/308.png,1
-1/309.png,-1
-1/310.png,-1
-1/312.png,-1
-1/317.png,-1
-1/321.png,-1
1/338.png,1
1/363.png,1
1/366.png,1
1/370.png,1
1/373.png,1
-1/379.png,-1
-1/388.png,-1
-1/395.png,-1
-1/413.png,-1
-1/414.png,-1
-1/422.png,-1
-1/428.png,-1
1/430.png,1
1/439.png,1
-1/443.png,-1
-1/446.png,-1
-1/447.png,-1
-1/454.png,-1
-1/462.png,-1
1/467.png,1
1/469.png,1
-1/470.png,-1
-1/477.png,-1
1/480.png,1
1/484.png,1
-1/494.png,-1
-1/496.png,-1
-1/508.png,-1
1/510.png,1
-1/520.png,-1
-1/545.png,-1
1/549.png,1
-1/551.png,-1
1/558.png,1
-1/562.png,-1
1/569.png,1
1/581.png,1
1/593.png,1
1/602.png,1
1/608.png,1
-1/619.png,-1
1/631.png,1
-1/633.png,-1
1/637.png,1
-1/648.png,-1
-1/654.png,-1
-1/655.png,-1
1/658.png,1
1/668.png,1
-1/670.png,-1
-1/671.png,-1
1/673.png,1
-1/677.png,-1
-1/678.png,-1
-1/679.png,-1
-1/682.png,-1
1/687.png,1
-1/688.png,-1
1/689.png,1
-1/691.png,-1
1/693.png,1
-1/697.png,-1
1/704.png,1
-1/713.png,-1
1/716.png,1
-1/720.png,-1
-1/730.png,-1
1/732.png,1
1/736.png,1
-1/742.png,-1
-1/744.png,-1
-1/746.png,-1
1/756.png,1
1/767.png,1
1/772.png,1
-1/774.png,-1
1/783.png,1
-1/785.png,-1
1/787.png,1
-1/792.png,-1
1/808.png,1
-1/809.png,-1
-1/811.png,-1
1/814.png,1
-1/816.png,-1
1/818.png,1
-1/819.png,-1
1/822.png,1
-1/823.png,-1
1/829.png,1
1/835.png,1
1/837.png,1
1/838.png,1
1/848.png,1
-1/853.png,-1
-1/854.png,-1
-1/860.png,-1
-1/873.png,-1
1/878.png,1
-1/886.png,-1
-1/887.png,-1
-1/891.png,-1
1/894.png,1
1/897.png,1
1/906.png,1
-1/911.png,-1
-1/914.png,-1
-1/918.png,-1
-1/921.png,-1
-1/928.png,-1
1/937.png,1
-1/941.png,-1
-1/944.png,-1
1/950.png,1
-1/954.png,-1
1/963.png,1
1/964.png,1
-1/979.png,-1
1/992.png,1
1/999.png,1
-1/1000.png,-1
-1/1001.png,-1
1/1006.png,1
1/1018.png,1
-1/1020.png,-1
1/1026.png,1
-1/1029.png,-1
-1/1041.png,-1
1/1045.png,1
1/1052.png,1
1/1056.png,1
-1/1059.png,-1
1/1069.png,1
-1/1070.png,-1
-1/1075.png,-1
1/1111.png,1
1/1127.png,1
1/1131.png,1
1/1137.png,1
-1/1143.png,-1
1/1145.png,1
-1/1153.png,-1
-1/1168.png,-1
-1/1181.png,-1
-1/1187.png,-1
-1/1188.png,-1
-1/1207.png,-1
-1/1209.png,-1
1/1225.png,1
1/1230.png,1
1/1243.png,1
1/1247.png,1
1/1254.png,1
-1/1257.png,-1
1/1275.png,1
1/1282.png,1
1/1286.png,1
-1/1291.png,-1
1/1293.png,1
-1/1303.png,-1
-1/1304.png,-1
1/1306.png,1
1/1311.png,1
-1/1326.png,-1
-1/1329.png,-1
-1/1332.png,-1
1/1339.png,1
1/1340.png,1
-1/1341.png,-1
1/1347.png,1
-1/1352.png,-1
1/1354.png,1
-1/1366.png,-1
1/1375.png,1
-1/1377.png,-1
-1/1385.png,-1
1/1388.png,1
-1/1412.png,-1
-1/1425.png,-1
-1/1428.png,-1
-1/1430.png,-1
1/1437.png,1
1/1444.png,1
-1/1447.png,-1
-1/1448.png,-1
-1/1460.png,-1
-1/1461.png,-1
1/1471.png,1
-1/1477.png,-1
1/1482.png,1
-1/1493.png,-1
-1/1505.png,-1
-1/1511.png,-1
-1/1517.png,-1
1/1526.png,1
1/1536.png,1
1/1537.png,1
1/1540.png,1
-1/1548.png,-1
1/1549.png,1
-1/1550.png,-1
-1/1552.png,-1
1/1556.png,1
1/1557.png,1
-1/1579.png,-1
-1/1584.png,-1
1/1585.png,1
1/1588.png,1
-1/1589.png,-1
-1/1594.png,-1
-1/1598.png,-1
1/1621.png,1
1/1622.png,1
1/1625.png,1
1/1634.png,1
1/1636.png,1
-1/1638.png,-1
-1/1643.png,-1
-1/1659.png,-1
-1/1665.png,-1
1/1675.png,1
1/1680.png,1
1/1686.png,1
-1/1691.png,-1
1/1693.png,1
1/1705.png,1
1/1706.png,1
1/1712.png,1
1/1718.png,1
1/1722.png,1
1/1724.png,1
-1/1740.png,-1
1/1746.png,1
-1/1748.png,-1
1/1753.png,1
-1/1764.png,-1
1/1769.png,1
-1/1772.png,-1
1/1780.png,1
-1/1788.png,-1
-1/1795.png,-1
-1/1796.png,-1
1/1800.png,1
-1/1804.png,-1
-1/1806.png,-1
1/1807.png,1
1/1812.png,1
-1/1821.png,-1
-1/1827.png,-1
1/1839.png,1
1/1840.png,1
1/1852.png,1
1/1853.png,1
1/1856.png,1
-1/1858.png,-1
-1/1869.png,-1
-1/1875.png,-1
1/1876.png,1
1/1880.png,1
1/1889.png,1
-1/1900.png,-1
-1/1904.png,-1
-1/1911.png,-1
1/1915.png,1
-1/1917.png,-1
-1/1919.png,-1
1/1927.png,1
1/1943.png,1
-1/1951.png,-1
-1/1957.png,-1
1/1969.png,1
-1/1972.png,-1
1/1973.png,1
1/1974.png,1
1/1976.png,1
-1/1983.png,-1
1/1985.png,1
1/1988.png,1
1/1991.png,1
-1/1994.png,-1
-1/2003.png,-1
-1/2019.png,-1
1/2028.png,1
-1/2030.png,-1
-1/2045.png,-1
1/2046.png,1
1/2051.png,1
1/2054.png,1
1/2055.png,1
-1/2059.png,-1
