1,3
2,2
3,2
4,2
5,1
6,2
7,1
8,5
9,5
10,2
11,1
12,1
13,2
14,2
15,2
16,4
17,4
18,2
19,1
20,2
21,4
22,3
23,5
24,3
25,1
26,3
27,5
28,3
29,1
30,2
31,1
32,4
33,5
34,3
35,1
36,2
37,1
38,1
39,5
40,3
41,3
42,1
43,3
44,1
45,2
46,3
47,1
48,1
49,3
50,2
51,4
52,1
53,3
54,4
55,4
56,4
57,3
58,4
59,3
60,0
61,3
62,1
63,4
64,0
65,4
66,1
67,4
68,4
69,4
70,1
71,3
72,5
73,4
74,4
75,3
76,4
77,4
78,1
79,3
80,4
81,3
82,3
83,3
84,1
85,4
86,4
87,3
88,4
89,1
90,1
91,4
92,4
93,4
94,1
95,4
96,1
97,1
98,4
99,4
100,3
